Episode: 1: [-9.999908e-05 -9.999906e-05  9.999920e-05] 
Episode: 2341: [-0.0565083  -0.0540943   0.05572999] 
Episode: 2351: [-0.05652109 -0.05424137  0.05579511] 
Episode: 2361: [-0.0566848  -0.05444049  0.0559784 ] 
Episode: 2371: [-0.05688282 -0.05457598  0.05615945] 
Episode: 2381: [-0.05707989 -0.05472509  0.05634521] 
Episode: 2391: [-0.05720805 -0.05493187  0.05650847] 
Episode: 2401: [-0.05739224 -0.05507075  0.05668197] 
Episode: 2411: [-0.05765781 -0.0551446   0.05688332] 
Episode: 2421: [-0.05786998 -0.05525015  0.05706227] 
Episode: 2431: [-0.05801166 -0.05541157  0.05721702] 
Episode: 2441: [-0.05819053 -0.05557676  0.05739745] 
Episode: 2451: [-0.0583986  -0.05566808  0.05756833] 
Episode: 2461: [-0.0585809  -0.05579129  0.05773486] 
Episode: 2471: [-0.05870957 -0.05592703  0.05787133] 
Episode: 2481: [-0.05882216 -0.0560859   0.05800633] 
Episode: 2491: [-0.05890501 -0.05619059  0.05810095] 
Episode: 2501: [-0.05902275 -0.05622372  0.05819056] 
Episode: 2511: [-0.05915133 -0.05633931  0.05831926] 
Episode: 2521: [-0.05932247 -0.05645426  0.0584755 ] 
Episode: 2531: [-0.05947113 -0.0565277   0.05860098] 
Episode: 2541: [-0.05962219 -0.0566512   0.05874751] 
Episode: 2551: [-0.0597386  -0.05678707  0.05887626] 
Episode: 2561: [-0.05989448 -0.05690043  0.05902204] 
Episode: 2571: [-0.06001241 -0.05703652  0.05915188] 
Episode: 2581: [-0.06005867 -0.05718066  0.05923807] 
Episode: 2591: [-0.06014224 -0.05725952  0.05932327] 
Episode: 2601: [-0.0602876  -0.05726234  0.05941929] 
Episode: 2611: [-0.06037294 -0.05728614  0.05948429] 
Episode: 2621: [-0.06044928 -0.05723997  0.05951615] 
Episode: 2631: [-0.06053323 -0.05731453  0.05960005] 
Episode: 2641: [-0.06065619 -0.0574107   0.05971789] 
Episode: 2651: [-0.06075976 -0.05758849  0.05985491] 
Episode: 2661: [-0.06081877 -0.05773787  0.05995176] 
Episode: 2671: [-0.06092676 -0.05783627  0.06006075] 
Episode: 2681: [-0.06105723 -0.0579296   0.06018248] 
Episode: 2691: [-0.06120122 -0.0579738   0.0602939 ] 
Episode: 2701: [-0.06132191 -0.0579573   0.06036633] 
Episode: 2711: [-0.06142195 -0.05802165  0.06045697] 
Episode: 2721: [-0.06152793 -0.05797474  0.06050771] 
Episode: 2731: [-0.06147489 -0.05804549  0.06050067] 
Episode: 2741: [-0.06154478 -0.05813912  0.06058355] 
Episode: 2751: [-0.06166619 -0.05825002  0.06070714] 
Episode: 2761: [-0.06177624 -0.05840281  0.06083985] 
Episode: 2771: [-0.06195828 -0.05835215  0.06093956] 
Episode: 2781: [-0.06209232 -0.05846607  0.06107284] 
Episode: 2791: [-0.06227735 -0.05852528  0.06121803] 
Episode: 2801: [-0.06245625 -0.05858247  0.06135845] 
Episode: 2811: [-0.06258781 -0.05865413  0.06147346] 
Episode: 2821: [-0.06264577 -0.05877386  0.06155911] 
Episode: 2831: [-0.06269278 -0.05884568  0.06161857] 
Episode: 2841: [-0.06277592 -0.05886132  0.06167952] 
Episode: 2851: [-0.06287745 -0.05895098  0.06178198] 
Episode: 2861: [-0.06296125 -0.05907367  0.0618859 ] 
Episode: 2871: [-0.06304822 -0.05916206  0.06197828] 
Episode: 2881: [-0.06318074 -0.05906223  0.06202571] 
Episode: 2891: [-0.06333075 -0.05895296  0.06208087] 
Episode: 2901: [-0.06272126 -0.06024047  0.0623154 ] 
Episode: 2911: [-0.06253745 -0.0605612   0.06235155] 
Episode: 2921: [-0.06255355 -0.06046738  0.06231454] 
Episode: 2931: [-0.06263481 -0.06038536  0.0623292 ] 
Episode: 2941: [-0.06273269 -0.06042157  0.06241637] 
Episode: 2951: [-0.06281203 -0.0605491   0.06253763] 
Episode: 2961: [-0.06291435 -0.06067559  0.06267443] 
Episode: 2971: [-0.06299827 -0.06081388  0.06280448] 
Episode: 2981: [-0.06308313 -0.06099667  0.06295813] 
Episode: 2991: [-0.06316197 -0.06114648  0.06309059] 
Episode: 3001: [-0.06325182 -0.06123407  0.06319868] 
Episode: 3011: [-0.06334079 -0.0613697   0.06333093] 
