Train Episode: 78	Loss: 3.102277	Accuracy: 0.000	Current Training Data: 7	Number of Tasks: 1	Loss 2: 2.043724	Accuracy 2: 0.190	Current Training Data Per Class 2: 19 	Number of Tasks 2: 1	 Total loss: 2.573000	 Total Accuracy: 0.095
Train Episode: 79	Loss: 1.866847	Accuracy: 0.390	Current Training Data: 26	Number of Tasks: 1	Loss 2: 4.626666	Accuracy 2: 0.000	Current Training Data Per Class 2: 28 	Number of Tasks 2: 1	 Total loss: 3.246756	 Total Accuracy: 0.195
Train Episode: 80	Loss: 1.071703	Accuracy: 0.600	Current Training Data: 36	Number of Tasks: 1	Loss 2: 6.223602	Accuracy 2: 0.000	Current Training Data Per Class 2: 16 	Number of Tasks 2: 1	 Total loss: 3.647653	 Total Accuracy: 0.300
Train Episode: 81	Loss: 4.540625	Accuracy: 0.000	Current Training Data: 8	Number of Tasks: 1	Loss 2: 2.161377	Accuracy 2: 0.200	Current Training Data Per Class 2: 27 	Number of Tasks 2: 1	 Total loss: 3.351001	 Total Accuracy: 0.100
Train Episode: 82	Loss: 2.170876	Accuracy: 0.240	Current Training Data: 22	Number of Tasks: 1	Loss 2: 3.965575	Accuracy 2: 0.000	Current Training Data Per Class 2: 20 	Number of Tasks 2: 1	 Total loss: 3.068225	 Total Accuracy: 0.120
Train Episode: 83	Loss: 3.130949	Accuracy: 0.200	Current Training Data: 8	Number of Tasks: 1	Loss 2: 3.993412	Accuracy 2: 0.000	Current Training Data Per Class 2: 7 	Number of Tasks 2: 1	 Total loss: 3.562181	 Total Accuracy: 0.100
Train Episode: 84	Loss: 3.270897	Accuracy: 0.000	Current Training Data: 39	Number of Tasks: 1	Loss 2: 2.277663	Accuracy 2: 0.210	Current Training Data Per Class 2: 27 	Number of Tasks 2: 1	 Total loss: 2.774280	 Total Accuracy: 0.105
Train Episode: 85	Loss: 1.730965	Accuracy: 0.510	Current Training Data: 24	Number of Tasks: 1	Loss 2: 3.962978	Accuracy 2: 0.000	Current Training Data Per Class 2: 29 	Number of Tasks 2: 1	 Total loss: 2.846971	 Total Accuracy: 0.255
Train Episode: 86	Loss: 2.479180	Accuracy: 0.200	Current Training Data: 26	Number of Tasks: 1	Loss 2: 4.460231	Accuracy 2: 0.000	Current Training Data Per Class 2: 10 	Number of Tasks 2: 1	 Total loss: 3.469706	 Total Accuracy: 0.100
Train Episode: 87	Loss: 2.416758	Accuracy: 0.200	Current Training Data: 28	Number of Tasks: 1	Loss 2: 4.120594	Accuracy 2: 0.000	Current Training Data Per Class 2: 11 	Number of Tasks 2: 1	 Total loss: 3.268676	 Total Accuracy: 0.100
Train Episode: 88	Loss: 4.058065	Accuracy: 0.000	Current Training Data: 23	Number of Tasks: 1	Loss 2: 1.793155	Accuracy 2: 0.200	Current Training Data Per Class 2: 31 	Number of Tasks 2: 1	 Total loss: 2.925610	 Total Accuracy: 0.100
Train Episode: 89	Loss: 3.878720	Accuracy: 0.000	Current Training Data: 32	Number of Tasks: 1	Loss 2: 1.973165	Accuracy 2: 0.200	Current Training Data Per Class 2: 37 	Number of Tasks 2: 1	 Total loss: 2.925942	 Total Accuracy: 0.100
Train Episode: 90	Loss: 2.101411	Accuracy: 0.240	Current Training Data: 38	Number of Tasks: 1	Loss 2: 4.339609	Accuracy 2: 0.000	Current Training Data Per Class 2: 32 	Number of Tasks 2: 1	 Total loss: 3.220510	 Total Accuracy: 0.120
Train Episode: 91	Loss: 2.609687	Accuracy: 0.300	Current Training Data: 28	Number of Tasks: 1	Loss 2: 3.398926	Accuracy 2: 0.000	Current Training Data Per Class 2: 9 	Number of Tasks 2: 1	 Total loss: 3.004307	 Total Accuracy: 0.150
Train Episode: 92	Loss: 3.628669	Accuracy: 0.000	Current Training Data: 34	Number of Tasks: 1	Loss 2: 2.012980	Accuracy 2: 0.370	Current Training Data Per Class 2: 38 	Number of Tasks 2: 1	 Total loss: 2.820824	 Total Accuracy: 0.185
Train Episode: 93	Loss: 2.217032	Accuracy: 0.200	Current Training Data: 31	Number of Tasks: 1	Loss 2: 4.315568	Accuracy 2: 0.000	Current Training Data Per Class 2: 25 	Number of Tasks 2: 1	 Total loss: 3.266300	 Total Accuracy: 0.100
Train Episode: 94	Loss: 3.938776	Accuracy: 0.000	Current Training Data: 19	Number of Tasks: 1	Loss 2: 1.870067	Accuracy 2: 0.200	Current Training Data Per Class 2: 26 	Number of Tasks 2: 1	 Total loss: 2.904422	 Total Accuracy: 0.100
Train Episode: 95	Loss: 2.848264	Accuracy: 0.200	Current Training Data: 30	Number of Tasks: 1	Loss 2: 3.294773	Accuracy 2: 0.000	Current Training Data Per Class 2: 11 	Number of Tasks 2: 1	 Total loss: 3.071518	 Total Accuracy: 0.100
Train Episode: 96	Loss: 4.562676	Accuracy: 0.000	Current Training Data: 8	Number of Tasks: 1	Loss 2: 1.783061	Accuracy 2: 0.200	Current Training Data Per Class 2: 39 	Number of Tasks 2: 1	 Total loss: 3.172868	 Total Accuracy: 0.100
Train Episode: 97	Loss: 2.075210	Accuracy: 0.230	Current Training Data: 30	Number of Tasks: 1	Loss 2: 5.614694	Accuracy 2: 0.000	Current Training Data Per Class 2: 5 	Number of Tasks 2: 1	 Total loss: 3.844952	 Total Accuracy: 0.115
Train Episode: 98	Loss: 2.958898	Accuracy: 0.180	Current Training Data: 21	Number of Tasks: 1	Loss 2: 3.650583	Accuracy 2: 0.100	Current Training Data Per Class 2: 9 	Number of Tasks 2: 1	 Total loss: 3.304740	 Total Accuracy: 0.140
Train Episode: 99	Loss: 2.375841	Accuracy: 0.200	Current Training Data: 25	Number of Tasks: 1	Loss 2: 3.040538	Accuracy 2: 0.000	Current Training Data Per Class 2: 38 	Number of Tasks 2: 1	 Total loss: 2.708189	 Total Accuracy: 0.100
Train Episode: 100	Loss: 2.253758	Accuracy: 0.220	Current Training Data: 25	Number of Tasks: 1	Loss 2: 4.306897	Accuracy 2: 0.000	Current Training Data Per Class 2: 8 	Number of Tasks 2: 1	 Total loss: 3.280327	 Total Accuracy: 0.110
Train Episode: 101	Loss: 2.631213	Accuracy: 0.200	Current Training Data: 22	Number of Tasks: 1	Loss 2: 3.110554	Accuracy 2: 0.170	Current Training Data Per Class 2: 24 	Number of Tasks 2: 1	 Total loss: 2.870883	 Total Accuracy: 0.185
Train Episode: 102	Loss: 3.146603	Accuracy: 0.100	Current Training Data: 29	Number of Tasks: 1	Loss 2: 2.466160	Accuracy 2: 0.310	Current Training Data Per Class 2: 17 	Number of Tasks 2: 1	 Total loss: 2.806382	 Total Accuracy: 0.205
Train Episode: 103	Loss: 2.295085	Accuracy: 0.200	Current Training Data: 25	Number of Tasks: 1	Loss 2: 4.141013	Accuracy 2: 0.000	Current Training Data Per Class 2: 10 	Number of Tasks 2: 1	 Total loss: 3.218049	 Total Accuracy: 0.100
Train Episode: 104	Loss: 4.663064	Accuracy: 0.000	Current Training Data: 6	Number of Tasks: 1	Loss 2: 3.020653	Accuracy 2: 0.200	Current Training Data Per Class 2: 7 	Number of Tasks 2: 1	 Total loss: 3.841859	 Total Accuracy: 0.100
Train Episode: 105	Loss: 4.076112	Accuracy: 0.000	Current Training Data: 25	Number of Tasks: 1	Loss 2: 1.994573	Accuracy 2: 0.200	Current Training Data Per Class 2: 38 	Number of Tasks 2: 1	 Total loss: 3.035343	 Total Accuracy: 0.100
Train Episode: 106	Loss: 2.677087	Accuracy: 0.110	Current Training Data: 14	Number of Tasks: 1	Loss 2: 3.423610	Accuracy 2: 0.000	Current Training Data Per Class 2: 13 	Number of Tasks 2: 1	 Total loss: 3.050348	 Total Accuracy: 0.055
